Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Unit_Price,Salesperson,Target_Sales,Customer_Rating,Return_Status
ORD-00604,2023-09-18,2023-09-24,Second Class,CUST0110,Rohit Bajaj,Corporate,South,Karnataka,Karnataka_City5,Office Supplies,Scissors,Scissors - Model 256,18680.1,10,0.3,2235.75,1868.01,Bhavna Sharma,21768.46,2.1,No Return
ORD-00605,2023-12-28,2023-12-28,Same Day,CUST0134,Unknown,Consumer,Central,MP,MP_City2,Furniture,Bed Frame,Bed Frame - Model 102,21895.77,13,0.3,4690.38,1684.29,Divya Reddy,28345.03,1.4,No Return
ORD-00606,2024-07-22,2024-07-26,First Class,CUST0001,Manoj Joshi,Home Office,South,Kerala,Kerala_City5,Clothing,Blazer,Blazer - Model 878,13454.91,3,0.0,1225.64,4484.97,Bhavna Sharma,12383.72,2.6,Returned
ORD-00607,2022-11-27,2022-11-28,Second Class,CUST0134,Manoj Joshi,SME,West,Rajasthan,Rajasthan_City5,Office Supplies,Scissors,Scissors - Model 552,7430.53,17,0.2,1799.12,437.09,Harish Mehta,8526.9,2.0,No Return
ORD-00608,2022-10-18,2022-10-20,Same Day,CUST0007,Kavita Menon,Home Office,Central,Uttarakhand,Uttarakhand_City2,Office Supplies,Notebook,Notebook - Model 865,57977.85,15,0.1,14012.82,3865.19,Arun Kumar,52059.36,2.4,No Return
ORD-00609,2021-11-09,2021-11-15,Same Day,CUST0025,Kavita Menon,SME,North,Uttarakhand,Uttarakhand_City1,Office Supplies,Stapler,Stapler - Model 812,22849.47,9,0.0,5301.82,2538.83,Elan Nair,21411.94,1.2,No Return
ORD-00611,2023-12-06,2023-12-11,First Class,CUST0050,Shreya Bose,Corporate,East,West Bengal,West Bengal_City4,Appliances,Microwave,Microwave - Model 526,1696.69,1,0.25,387.44,1696.69,Arun Kumar,1412.46,4.3,No Return
ORD-00612,2021-05-09,2021-05-14,First Class,CUST0012,Ravi Chandran,Corporate,East,West Bengal,West Bengal_City3,Furniture,Sofa,Sofa - Model 577,20669.6,20,0.2,2856.96,1033.48,Jayesh Shah,25176.66,1.3,Returned
ORD-00613,2022-01-07,2022-01-13,First Class,CUST0187,Amit Kumar,SME,North,Delhi,Delhi_City1,Electronics,Mobile Phone,Mobile Phone - Model 998,9729.78,6,0.25,2479.12,1621.63,Divya Reddy,9281.15,3.7,No Return
ORD-00614,2022-04-09,2022-04-11,Second Class,CUST0181,Anita Gupta,Home Office,South,Karnataka,Karnataka_City3,Electronics,Headphones,Headphones - Model 814,8585.22,6,0.2,993.57,1430.87,Harish Mehta,8003.77,3.0,No Return
ORD-00615,2022-12-14,2022-12-17,First Class,CUST0162,Meena Nair,Consumer,East,Assam,Assam_City3,Clothing,Blazer,Blazer - Model 816,9501.68,2,0.2,1259.57,4750.84,Isha Gupta,10221.96,4.0,No Return
ORD-00616,2022-08-05,2022-08-09,First Class,CUST0056,Arjun Pillai,Home Office,North,Uttarakhand,Uttarakhand_City5,Furniture,Bookshelf,Bookshelf - Model 486,1851.03,9,0.0,379.66,205.67,Jayesh Shah,2314.97,2.3,No Return
ORD-00617,2023-05-06,2023-05-10,Second Class,CUST0122,Manoj Joshi,Corporate,East,West Bengal,West Bengal_City4,Furniture,Sofa,Sofa - Model 928,35827.11,11,0.0,3802.45,3257.01,Jayesh Shah,36838.25,3.3,Returned
ORD-00618,2021-04-25,2021-04-28,Standard Class,CUST0186,Kavita Menon,SME,West,Goa,Goa_City4,Furniture,Bookshelf,Bookshelf - Model 892,34450.0,20,0.25,4401.31,1722.5,Elan Nair,43992.34,2.6,No Return
ORD-00619,2022-11-11,2022-11-18,Standard Class,CUST0153,Kiran Mishra,Corporate,South,Telangana,Telangana_City3,Furniture,Bookshelf,Bookshelf - Model 911,33319.23,7,0.2,7345.03,4759.89,Chetan Patel,40007.89,2.8,No Return
ORD-00620,2024-02-24,2024-02-26,Second Class,CUST0045,Anita Gupta,Home Office,West,Maharashtra,Maharashtra_City1,Furniture,Desk,Desk - Model 588,4478.6,10,0.05,1307.58,447.86,Chetan Patel,4354.79,2.9,Returned
ORD-00621,2022-07-25,2022-07-28,First Class,CUST0119,Deepika Iyer,SME,South,Andhra Pradesh,Andhra Pradesh_City5,Clothing,Blazer,Blazer - Model 503,7873.96,4,0.1,1976.54,1968.49,Isha Gupta,6581.28,3.0,No Return
ORD-00622,2024-02-21,2024-02-23,Second Class,CUST0061,Kavita Menon,SME,South,Telangana,Telangana_City2,Furniture,Bed Frame,Bed Frame - Model 145,20787.12,12,0.3,734.5,1732.26,Divya Reddy,19767.91,1.4,Returned
ORD-00623,2024-11-17,2024-11-24,Standard Class,CUST0080,Sanjay Rao,SME,South,Andhra Pradesh,Andhra Pradesh_City1,Furniture,Bookshelf,Bookshelf - Model 454,3558.24,16,0.15,314.11,222.39,Bhavna Sharma,4013.46,2.6,No Return
ORD-00624,2024-07-25,2024-07-26,First Class,CUST0130,Sanjay Rao,SME,South,Karnataka,Karnataka_City3,Furniture,Wardrobe,Wardrobe - Model 859,1610.4,15,0.25,408.21,107.36,Bhavna Sharma,1774.37,4.2,Returned
ORD-00625,2024-11-03,2024-11-05,Standard Class,CUST0086,Neha Tiwari,Home Office,Central,UP,UP_City5,Clothing,Kurta,Kurta - Model 364,7233.36,12,0.05,2365.38,602.78,Divya Reddy,7648.9,3.5,Returned
ORD-00626,2023-05-14,2023-05-17,First Class,CUST0011,Sunita Singh,Corporate,West,Maharashtra,Maharashtra_City5,Clothing,Jeans,Jeans - Model 373,37251.84,16,0.0,11799.51,2328.24,Chetan Patel,35263.33,2.7,Returned
ORD-00627,2021-09-04,2021-09-06,Second Class,CUST0029,Kavita Menon,SME,East,Bihar,Bihar_City4,Electronics,Smartwatch,Smartwatch - Model 381,5359.56,2,0.15,567.58,2679.78,Farhan Khan,6892.0,3.8,No Return
ORD-00628,2021-07-17,2021-07-23,Standard Class,CUST0020,Manoj Joshi,Home Office,Central,Himachal,Himachal_City3,Clothing,T-Shirt,T-Shirt - Model 532,2874.24,12,0.2,788.81,239.52,Geetha Iyer,2331.56,4.8,No Return
ORD-00629,2022-12-26,2022-12-27,First Class,CUST0050,Rohit Bajaj,SME,North,UP,UP_City2,Electronics,Monitor,Monitor - Model 878,44773.65,9,0.2,7314.65,4974.85,Geetha Iyer,41970.52,3.8,No Return
ORD-00630,2024-11-05,2024-11-08,First Class,CUST0103,Meena Nair,SME,East,Assam,Assam_City5,Electronics,Smartwatch,Smartwatch - Model 909,13997.6,10,0.15,1334.25,1399.76,Farhan Khan,11878.0,1.9,No Return
ORD-00631,2024-08-18,2024-08-19,First Class,CUST0187,Shreya Bose,Home Office,South,Tamil Nadu,Tamil Nadu_City3,Appliances,Microwave,Microwave - Model 454,44402.7,15,0.25,7611.82,2960.18,Harish Mehta,38891.85,4.4,Returned
ORD-00632,2021-11-16,2021-11-21,First Class,CUST0100,Ravi Chandran,Corporate,South,Telangana,Telangana_City2,Furniture,Dining Table,Dining Table - Model 865,2726.36,13,0.3,422.52,209.72,Isha Gupta,2684.36,2.2,No Return
ORD-00633,2021-05-18,2021-05-24,Same Day,CUST0160,Rohit Bajaj,Consumer,West,Goa,Goa_City4,Electronics,Mobile Phone,Mobile Phone - Model 650,18840.66,6,0.2,2704.9,3140.11,Chetan Patel,18637.45,4.8,No Return
ORD-00634,2024-09-14,2024-09-17,Second Class,CUST0029,Rohit Bajaj,SME,North,UP,UP_City5,Furniture,Desk,Desk - Model 385,9341.8,10,0.05,2485.47,934.18,Farhan Khan,11072.37,3.5,No Return
ORD-00635,2024-03-28,2024-03-28,Same Day,CUST0058,Sanjay Rao,Home Office,West,Himachal,Himachal_City1,Appliances,Air Conditioner,Air Conditioner - Model 645,60740.8,16,0.1,16282.02,3796.3,Farhan Khan,71763.28,3.6,No Return
ORD-00636,2021-10-19,2021-10-25,Same Day,CUST0106,Suresh Verma,Corporate,West,MP,MP_City3,Clothing,Jacket,Jacket - Model 724,3113.44,1,0.05,688.9,3113.44,Divya Reddy,2749.88,3.5,No Return
ORD-00637,2022-08-12,2022-08-18,Second Class,CUST0168,Sanjay Rao,Consumer,East,West Bengal,West Bengal_City4,Appliances,Geyser,Geyser - Model 829,46459.98,18,0.05,13465.87,2581.11,Divya Reddy,44664.86,2.2,No Return
ORD-00638,2024-09-21,2024-09-22,First Class,CUST0063,Shreya Bose,Consumer,South,Telangana,Telangana_City2,Clothing,Jacket,Jacket - Model 573,74236.2,15,0.3,5355.72,4949.08,Bhavna Sharma,59644.46,1.1,Returned
ORD-00639,2021-08-16,2021-08-23,Standard Class,CUST0107,Ravi Chandran,Home Office,Central,Uttarakhand,Uttarakhand_City4,Clothing,T-Shirt,T-Shirt - Model 948,11679.48,18,0.3,1897.51,648.86,Arun Kumar,11465.59,3.9,Returned
ORD-00640,2023-03-08,2023-03-15,Same Day,CUST0068,Rohit Bajaj,Consumer,West,Maharashtra,Maharashtra_City3,Electronics,Mobile Phone,Mobile Phone - Model 199,14495.48,4,0.1,2268.27,3623.87,Farhan Khan,16249.69,1.3,Returned
ORD-00641,2023-10-02,2023-10-09,Second Class,CUST0177,Arjun Pillai,Consumer,South,Karnataka,Karnataka_City5,Office Supplies,Stapler,Stapler - Model 395,43422.5,11,0.25,4148.26,3947.5,Arun Kumar,39536.65,2.5,No Return
ORD-00642,2022-03-20,2022-03-23,Same Day,CUST0163,Anita Gupta,Home Office,East,Bihar,Bihar_City2,Furniture,Wardrobe,Wardrobe - Model 128,57275.84,16,0.25,5947.98,3579.74,Divya Reddy,62523.18,1.6,No Return
ORD-00643,2022-10-28,2022-10-28,First Class,CUST0133,Sanjay Rao,Home Office,East,Bihar,Bihar_City4,Appliances,Fan,Fan - Model 986,49782.08,16,0.05,16161.0,3111.38,Harish Mehta,55964.43,4.5,Returned
ORD-00644,2023-10-25,2023-10-28,Standard Class,CUST0172,Amit Kumar,Consumer,South,Andhra Pradesh,Andhra Pradesh_City3,Clothing,T-Shirt,T-Shirt - Model 610,12791.68,11,0.05,1425.36,1162.88,Harish Mehta,13875.19,3.6,No Return
ORD-00645,2023-09-18,2023-09-25,Standard Class,CUST0171,Priya Patel,Corporate,West,Chhattisgarh,Chhattisgarh_City4,Furniture,Bookshelf,Bookshelf - Model 680,40958.97,13,0.1,7454.63,3150.69,Isha Gupta,37845.51,2.0,No Return
ORD-00646,2021-03-17,2021-03-20,Standard Class,CUST0011,Shreya Bose,Consumer,South,Kerala,Kerala_City2,Clothing,Formal Shirt,Formal Shirt - Model 349,25040.52,9,0.0,6834.39,2782.28,Jayesh Shah,29568.85,1.0,No Return
ORD-00647,2022-02-18,2022-02-23,Second Class,CUST0163,Amit Kumar,SME,Central,MP,MP_City3,Office Supplies,Scissors,Scissors - Model 682,16923.06,7,0.15,1079.07,2417.58,Arun Kumar,18460.63,4.4,No Return
ORD-00648,2023-08-21,2023-08-23,First Class,CUST0163,Shreya Bose,SME,West,Gujarat,Gujarat_City5,Appliances,Geyser,Geyser - Model 390,74423.7,15,0.1,18511.5,4961.58,Elan Nair,69370.33,3.1,No Return
ORD-00649,2023-09-16,2023-09-20,Second Class,CUST0161,Arjun Pillai,Consumer,East,Assam,Assam_City1,Appliances,Microwave,Microwave - Model 878,19549.12,4,0.05,3645.14,4887.28,Geetha Iyer,22217.34,1.4,Returned
ORD-00650,2024-02-22,2024-02-25,Second Class,CUST0200,Sunita Singh,Consumer,East,Assam,Assam_City3,Furniture,Desk,Desk - Model 260,8843.36,8,0.2,1001.88,1105.42,Divya Reddy,10463.45,4.1,No Return
ORD-00651,2023-08-28,2023-08-28,First Class,CUST0122,Shreya Bose,Home Office,Central,Chhattisgarh,Chhattisgarh_City2,Office Supplies,Marker Set,Marker Set - Model 413,54737.06,14,0.1,5843.48,3909.79,Farhan Khan,63678.62,4.3,No Return
ORD-00652,2024-06-21,2024-06-28,Second Class,CUST0101,Pooja Agarwal,SME,West,Rajasthan,Rajasthan_City3,Clothing,Saree,Saree - Model 119,3823.0,1,0.15,216.39,3823.0,Divya Reddy,3457.16,3.9,No Return
ORD-00653,2024-05-04,2024-05-05,Second Class,CUST0098,Manoj Joshi,Consumer,East,West Bengal,West Bengal_City3,Office Supplies,Printer Paper,Printer Paper - Model 840,50793.48,18,0.05,13957.05,2821.86,Harish Mehta,64545.67,3.4,No Return
ORD-00654,2023-09-12,2023-09-16,First Class,CUST0156,Unknown,Corporate,West,Goa,Goa_City4,Furniture,Bookshelf,Bookshelf - Model 237,4467.06,13,0.0,1080.53,343.62,Bhavna Sharma,4298.53,4.1,Returned
ORD-00655,2023-09-17,2023-09-24,First Class,CUST0147,Suresh Verma,Corporate,South,Kerala,Kerala_City2,Appliances,Microwave,Microwave - Model 890,8741.34,18,0.05,1231.96,485.63,Bhavna Sharma,10798.73,3.8,No Return
ORD-00656,2023-05-20,2023-05-26,Standard Class,CUST0083,Arjun Pillai,Consumer,East,Jharkhand,Jharkhand_City1,Furniture,Desk,Desk - Model 757,18647.84,8,0.1,1841.03,2330.98,Geetha Iyer,18902.67,4.2,No Return
ORD-00657,2023-09-16,2023-09-19,First Class,CUST0005,Rohit Bajaj,Corporate,Central,MP,MP_City1,Appliances,Microwave,Microwave - Model 678,69698.86,14,0.2,17392.61,4978.49,Bhavna Sharma,89710.36,4.1,No Return
ORD-00658,2024-08-24,2024-08-26,First Class,CUST0157,Suresh Verma,Corporate,Central,MP,MP_City2,Appliances,Air Conditioner,Air Conditioner - Model 763,11541.66,3,0.15,2897.28,3847.22,Jayesh Shah,11194.31,3.1,Returned
ORD-00659,2022-05-28,2022-05-28,First Class,CUST0002,Unknown,SME,North,UP,UP_City2,Appliances,Microwave,Microwave - Model 888,1864.33,13,0.05,259.85,143.41,Jayesh Shah,2354.05,4.6,No Return
ORD-00660,2022-09-12,2022-09-13,First Class,CUST0047,Sunita Singh,Home Office,South,Kerala,Kerala_City2,Furniture,Bookshelf,Bookshelf - Model 773,2690.44,1,0.3,116.46,2690.44,Divya Reddy,2423.68,1.7,No Return
ORD-00661,2022-07-02,2022-07-06,Same Day,CUST0036,Arjun Pillai,SME,South,Kerala,Kerala_City2,Office Supplies,Pen Set,Pen Set - Model 310,16716.32,4,0.15,818.82,4179.08,Geetha Iyer,18306.19,1.5,No Return
ORD-00662,2023-07-07,2023-07-09,Standard Class,CUST0042,Suresh Verma,Home Office,Central,Himachal,Himachal_City4,Appliances,Refrigerator,Refrigerator - Model 361,18825.76,4,0.25,3267.98,4706.44,Isha Gupta,16114.78,2.8,No Return
ORD-00663,2023-04-23,2023-04-24,Same Day,CUST0026,Kavita Menon,SME,West,Goa,Goa_City1,Electronics,Blazer,Blazer - Model 381,56776.44,12,0.3,2765.82,4731.37,Farhan Khan,46709.11,4.4,No Return
ORD-00664,2022-12-22,2022-12-25,First Class,CUST0040,Vijay Reddy,SME,Central,MP,MP_City2,Furniture,Wardrobe,Wardrobe - Model 529,61173.12,16,0.0,14000.16,3823.32,Chetan Patel,54280.06,3.1,No Return
ORD-00665,2023-10-11,2023-10-12,Standard Class,CUST0042,Rahul Sharma,Home Office,South,Karnataka,Karnataka_City1,Electronics,Monitor,Monitor - Model 581,16962.88,16,0.15,3425.73,1060.18,Arun Kumar,19803.75,1.6,Returned
ORD-00666,2022-02-14,2022-02-15,Standard Class,CUST0154,Kiran Mishra,SME,North,Uttarakhand,Uttarakhand_City4,Clothing,Blazer,Blazer - Model 525,4997.7,6,0.0,772.64,832.95,Isha Gupta,5098.69,4.4,No Return
ORD-00667,2021-08-16,2021-08-22,Second Class,CUST0033,Manoj Joshi,Consumer,East,Jharkhand,Jharkhand_City2,Clothing,Jeans,Jeans - Model 627,33473.34,18,0.2,6708.85,1859.63,Chetan Patel,40259.18,1.6,No Return
ORD-00668,2023-12-15,2023-12-21,First Class,CUST0027,Deepika Iyer,Consumer,North,UP,UP_City3,Office Supplies,Marker Set,Marker Set - Model 532,10326.56,8,0.25,1919.27,1290.82,Farhan Khan,11675.22,3.3,No Return
ORD-00669,2023-01-19,2023-01-23,Same Day,CUST0004,Vijay Reddy,Home Office,West,Maharashtra,Maharashtra_City2,Furniture,Desk,Desk - Model 743,8370.26,2,0.05,783.77,4185.13,Jayesh Shah,8393.93,5.0,Returned
ORD-00670,2022-05-11,2022-05-18,Same Day,CUST0031,Ravi Chandran,SME,Central,UP,UP_City1,Appliances,Air Conditioner,Air Conditioner - Model 784,78594.91,17,0.1,24687.07,4623.23,Farhan Khan,92870.47,2.1,No Return
ORD-00671,2023-03-28,2023-03-28,First Class,CUST0025,Deepika Iyer,SME,West,Maharashtra,Maharashtra_City4,Appliances,Washing Machine,Washing Machine - Model 666,62383.35,15,0.0,13421.12,4158.89,Bhavna Sharma,80046.96,4.9,No Return
ORD-00672,2022-10-28,2022-10-28,Standard Class,CUST0175,Deepika Iyer,Home Office,West,MP,MP_City5,Furniture,Desk,Desk - Model 335,1033.45,1,0.25,121.05,1033.45,Isha Gupta,912.93,1.6,No Return
ORD-00673,2024-08-15,2024-08-18,Second Class,CUST0157,Pooja Agarwal,Home Office,Central,Chhattisgarh,Chhattisgarh_City1,Furniture,Wardrobe,Wardrobe - Model 176,9997.33,7,0.15,1180.75,1428.19,Elan Nair,11538.62,3.7,No Return
ORD-00674,2022-07-26,2022-07-28,Same Day,CUST0194,Pooja Agarwal,SME,Central,Himachal,Himachal_City5,Electronics,Laptop,Laptop - Model 298,3808.85,5,0.3,261.49,761.77,Divya Reddy,4636.0,1.3,No Return
ORD-00676,2023-02-21,2023-02-25,Same Day,CUST0019,Manoj Joshi,Consumer,Central,Himachal,Himachal_City4,Clothing,Formal Shirt,Formal Shirt - Model 876,42749.73,9,0.0,7030.22,4749.97,Elan Nair,39001.29,1.4,No Return
ORD-00678,2024-10-17,2024-10-24,Same Day,CUST0112,Ravi Chandran,Corporate,Central,Uttarakhand,Uttarakhand_City5,Furniture,Wardrobe,Wardrobe - Model 210,19946.6,4,0.3,3666.01,4986.65,Jayesh Shah,24316.96,3.6,No Return
ORD-00679,2024-12-24,2024-12-25,First Class,CUST0062,Kavita Menon,SME,Central,MP,MP_City4,Electronics,Monitor,Monitor - Model 687,64208.98,19,0.2,9068.81,3379.42,Isha Gupta,52563.92,2.6,Returned
ORD-00680,2024-05-12,2024-05-19,First Class,CUST0007,Manoj Joshi,Home Office,North,Punjab,Punjab_City2,Appliances,Washing Machine,Washing Machine - Model 383,5987.08,4,0.15,1478.71,1496.77,Harish Mehta,7135.73,2.3,No Return
ORD-00681,2024-02-11,2024-02-14,Second Class,CUST0141,Manoj Joshi,Home Office,South,Kerala,Kerala_City3,Appliances,Geyser,Geyser - Model 203,49126.09,13,0.3,10132.19,3778.93,Bhavna Sharma,55007.75,2.3,Returned
ORD-00682,2022-03-11,2022-03-12,Standard Class,CUST0182,Divya Shah,Consumer,South,Andhra Pradesh,Andhra Pradesh_City5,Furniture,Bookshelf,Bookshelf - Model 417,20617.92,12,0.15,5585.89,1718.16,Isha Gupta,23712.96,3.2,No Return
ORD-00683,2023-03-23,2023-03-26,First Class,CUST0024,Amit Kumar,SME,West,MP,MP_City2,Electronics,Mobile Phone,Mobile Phone - Model 494,91555.0,20,0.25,11768.79,4577.75,Bhavna Sharma,111926.42,3.9,No Return
ORD-00684,2023-01-16,2023-01-18,Second Class,CUST0058,Arjun Pillai,Consumer,Central,Himachal,Himachal_City2,Electronics,Tablet,Tablet - Model 550,2534.44,2,0.05,602.55,1267.22,Divya Reddy,2211.78,2.2,No Return
ORD-00685,2024-11-19,2024-11-23,First Class,CUST0143,Neha Tiwari,Home Office,Central,Uttarakhand,Uttarakhand_City3,Clothing,Jacket,Jacket - Model 541,19030.02,19,0.05,5502.58,1001.58,Farhan Khan,18692.38,4.7,No Return
ORD-00686,2022-02-26,2022-02-28,Same Day,CUST0178,Vijay Reddy,Home Office,East,Assam,Assam_City1,Office Supplies,Pen Set,Pen Set - Model 926,47374.03,11,0.25,4408.22,4306.73,Jayesh Shah,43295.7,2.4,No Return
ORD-00687,2022-01-18,2022-01-22,Standard Class,CUST0014,Arjun Pillai,Home Office,West,Rajasthan,Rajasthan_City4,Appliances,Geyser,Geyser - Model 988,44349.2,20,0.2,6416.63,2217.46,Chetan Patel,36893.59,2.4,No Return
ORD-00688,2022-11-15,2022-11-18,First Class,CUST0154,Divya Shah,Home Office,Central,UP,UP_City2,Electronics,Printer,Printer - Model 683,49502.32,14,0.05,16264.92,3535.88,Isha Gupta,63023.08,1.6,No Return
ORD-00689,2024-12-06,2024-12-12,Second Class,CUST0194,Kavita Menon,Consumer,North,Uttarakhand,Uttarakhand_City5,Electronics,Printer,Printer - Model 892,12206.17,19,0.0,2858.14,642.43,Chetan Patel,14865.52,1.1,Returned
ORD-00690,2022-06-06,2022-06-07,First Class,CUST0104,Rohit Bajaj,Home Office,North,Haryana,Haryana_City2,Electronics,Laptop,Laptop - Model 824,52446.16,13,0.15,11542.66,4034.32,Geetha Iyer,65008.71,3.0,No Return
ORD-00691,2021-10-02,2021-10-07,Standard Class,CUST0090,Amit Kumar,Home Office,East,Jharkhand,Jharkhand_City1,Furniture,Desk,Desk - Model 272,25146.55,11,0.0,5209.36,2286.05,Arun Kumar,32232.84,3.1,No Return
ORD-00692,2024-03-18,2024-03-20,First Class,CUST0146,Rohit Bajaj,Corporate,East,Jharkhand,Jharkhand_City2,Office Supplies,Pen Set,Pen Set - Model 714,51645.96,12,0.05,5227.47,4303.83,Farhan Khan,56138.77,4.6,No Return
ORD-00694,2022-08-07,2022-08-14,Same Day,CUST0115,Sunita Singh,Corporate,West,MP,MP_City3,Clothing,Blazer,Blazer - Model 160,6732.72,18,0.05,1021.51,374.04,Harish Mehta,8115.98,4.6,No Return
ORD-00695,2022-05-11,2022-05-13,Same Day,CUST0145,Rohit Bajaj,Consumer,Central,MP,MP_City3,Office Supplies,Marker Set,Marker Set - Model 741,47381.04,18,0.3,7094.84,2632.28,Geetha Iyer,47481.44,2.5,Returned
ORD-00696,2023-11-23,2023-11-24,Standard Class,CUST0144,Divya Shah,Consumer,North,UP,UP_City1,Electronics,Tablet,Tablet - Model 414,39492.0,20,0.15,11671.2,1974.6,Jayesh Shah,46360.67,3.3,No Return
ORD-00697,2024-12-17,2024-12-22,Second Class,CUST0013,Anita Gupta,Home Office,East,West Bengal,West Bengal_City1,Appliances,Refrigerator,Refrigerator - Model 319,12763.14,13,0.2,671.14,981.78,Bhavna Sharma,13128.38,1.7,No Return
ORD-00698,2021-05-01,2021-05-03,First Class,CUST0053,Rohit Bajaj,Consumer,East,West Bengal,West Bengal_City4,Furniture,Sofa,Sofa - Model 946,2543.6,20,0.15,241.74,127.18,Divya Reddy,2507.71,4.4,No Return
ORD-00699,2023-04-21,2023-04-27,First Class,CUST0160,Ravi Chandran,SME,South,Kerala,Kerala_City1,Appliances,Washing Machine,Washing Machine - Model 525,47851.44,14,0.25,11093.99,3417.96,Geetha Iyer,47304.3,4.4,No Return
ORD-00700,2022-02-21,2022-02-22,Standard Class,CUST0161,Sanjay Rao,Consumer,West,Rajasthan,Rajasthan_City4,Appliances,Refrigerator,Refrigerator - Model 168,6990.42,2,0.15,526.84,3495.21,Chetan Patel,7469.05,1.7,No Return
ORD-00701,2022-02-18,2022-02-25,Same Day,CUST0073,Rohit Bajaj,Consumer,West,Rajasthan,Rajasthan_City2,Electronics,Microwave,Microwave - Model 630,5283.36,9,0.0,890.1,587.04,Arun Kumar,5465.52,1.4,No Return
ORD-00702,2022-08-20,2022-08-27,Standard Class,CUST0196,Amit Kumar,Consumer,North,UP,UP_City2,Furniture,Office Chair,Office Chair - Model 842,17663.6,8,0.1,2884.28,2207.95,Farhan Khan,14517.34,1.1,No Return
ORD-00703,2021-04-06,2021-04-12,Second Class,CUST0119,Suresh Verma,Home Office,East,Bihar,Bihar_City4,Furniture,Bookshelf,Bookshelf - Model 125,3973.98,2,0.05,1261.12,1986.99,Harish Mehta,3317.05,2.0,No Return
ORD-00704,2021-10-24,2021-10-26,First Class,CUST0082,Priya Patel,Home Office,Central,Chhattisgarh,Chhattisgarh_City1,Furniture,Wardrobe,Wardrobe - Model 246,13758.32,4,0.15,2402.23,3439.58,Bhavna Sharma,15714.18,1.0,No Return
ORD-00705,2021-01-21,2021-01-28,Same Day,CUST0146,Sunita Singh,SME,Central,MP,MP_City3,Clothing,Blazer,Blazer - Model 802,30582.16,8,0.0,6700.3,3822.77,Jayesh Shah,30379.82,4.6,No Return
ORD-00706,2023-04-05,2023-04-08,Second Class,CUST0163,Arjun Pillai,SME,West,MP,MP_City3,Office Supplies,Stapler,Stapler - Model 264,73618.56,16,0.05,13027.07,4601.16,Farhan Khan,86133.92,2.7,No Return
ORD-00707,2023-04-13,2023-04-17,Same Day,CUST0182,Neha Tiwari,SME,South,Tamil Nadu,Tamil Nadu_City4,Clothing,Jacket,Jacket - Model 554,39504.56,8,0.05,11335.38,4938.07,Geetha Iyer,40759.17,2.4,Returned
ORD-00708,2023-08-18,2023-08-25,Same Day,CUST0056,Suresh Verma,Home Office,South,Telangana,Telangana_City3,Furniture,Desk,Desk - Model 318,19252.32,19,0.3,3622.41,1013.28,Geetha Iyer,16762.34,1.4,Returned
ORD-00709,2024-03-15,2024-03-16,Second Class,CUST0052,Suresh Verma,SME,East,Assam,Assam_City5,Clothing,T-Shirt,T-Shirt - Model 783,30589.68,11,0.05,7203.89,2780.88,Chetan Patel,28652.13,4.0,No Return
ORD-00710,2024-06-20,2024-06-27,Standard Class,CUST0106,Manoj Joshi,Corporate,West,MP,MP_City1,Furniture,Desk,Desk - Model 187,18993.15,15,0.25,1270.16,1266.21,Arun Kumar,15276.84,4.4,No Return
ORD-00711,2023-10-27,2023-10-28,Same Day,CUST0052,Vijay Reddy,Home Office,East,West Bengal,West Bengal_City2,Office Supplies,Stapler,Stapler - Model 396,11007.01,7,0.0,1748.82,1572.43,Elan Nair,9364.21,3.2,No Return
ORD-00712,2023-12-28,2023-12-28,Standard Class,CUST0159,Pooja Agarwal,Consumer,South,Andhra Pradesh,Andhra Pradesh_City4,Electronics,Smartwatch,Smartwatch - Model 199,16981.44,6,0.25,2430.94,2830.24,Arun Kumar,14736.48,2.5,Returned
ORD-00714,2024-03-12,2024-03-19,First Class,CUST0083,Anita Gupta,Consumer,South,Tamil Nadu,Tamil Nadu_City5,Furniture,Dining Table,Dining Table - Model 386,5417.46,3,0.3,752.47,1805.82,Isha Gupta,6783.42,1.1,No Return
ORD-00715,2024-11-03,2024-11-06,Standard Class,CUST0079,Unknown,Consumer,South,Tamil Nadu,Tamil Nadu_City5,Furniture,Dining Table,Dining Table - Model 110,74714.4,15,0.1,4178.26,4980.96,Jayesh Shah,60489.23,2.5,Returned
ORD-00716,2024-07-23,2024-07-26,Second Class,CUST0173,Ravi Chandran,Home Office,West,Goa,Goa_City3,Electronics,Printer,Printer - Model 665,22248.07,13,0.3,3173.52,1711.39,Divya Reddy,23236.22,2.1,Returned
ORD-00717,2022-10-26,2022-10-28,Standard Class,CUST0006,Vijay Reddy,Corporate,North,Haryana,Haryana_City1,Appliances,Refrigerator,Refrigerator - Model 840,5010.64,4,0.05,771.22,1252.66,Arun Kumar,5853.69,2.4,No Return
ORD-00719,2021-08-06,2021-08-11,Standard Class,CUST0051,Divya Shah,Corporate,East,Assam,Assam_City2,Furniture,Sofa,Sofa - Model 302,70921.2,20,0.15,8223.75,3546.06,Elan Nair,61839.48,3.2,No Return
ORD-00720,2024-09-21,2024-09-24,Second Class,CUST0083,Deepika Iyer,SME,North,Delhi,Delhi_City3,Furniture,Desk,Desk - Model 944,12021.66,6,0.3,1916.07,2003.61,Farhan Khan,14037.95,3.1,No Return
